carat,cut,color,clarity,depth,table,price,x,y,z,preis_log10,volume,price_high
0.41,Good,E,SI1,63.6,56,705,4.7,4.73,3,2.848189116991399,66.69300000000001,FALSE
0.31,Ideal,F,VVS2,62.2,53,706,4.37,4.41,2.73,2.8488047010518036,52.61174100000001,FALSE
0.43,Ideal,J,VS1,61.9,55.5,706,4.81,4.84,2.99,2.8488047010518036,69.608396,FALSE
0.32,Ideal,D,VS1,60.4,56,706,4.44,4.46,2.69,2.8488047010518036,53.26845600000001,FALSE
0.45,Ideal,E,SI2,61.5,55,706,4.92,4.97,3.04,2.8488047010518036,74.335296,FALSE
0.45,Ideal,D,SI2,62,55,706,4.92,4.95,3.06,2.8488047010518036,74.52324,FALSE
0.43,Good,F,SI1,60.7,61,706,4.86,4.89,2.96,2.8488047010518036,70.345584,FALSE
0.32,Ideal,D,SI1,62.9,56,706,4.4,4.38,2.76,2.8488047010518036,53.19072,FALSE
0.32,Good,D,SI1,63.7,55,706,4.33,4.31,2.75,2.8488047010518036,51.321324999999995,FALSE
0.32,Premium,D,SI1,62.2,60,706,4.37,4.34,2.71,2.8488047010518036,51.397318000000006,FALSE
0.35,Ideal,F,VS2,62.4,55,706,4.51,4.53,2.82,2.8488047010518036,57.613445999999996,FALSE
0.35,Very Good,G,VS1,61.7,61,706,4.49,4.52,2.78,2.8488047010518036,56.419543999999995,FALSE
0.35,Premium,H,VVS2,61.9,58,706,4.5,4.54,2.8,2.8488047010518036,57.20399999999999,FALSE
0.35,Premium,H,VVS2,62.7,58,706,4.46,4.5,2.81,2.8488047010518036,56.3967,FALSE
0.35,Ideal,F,VS2,61.5,57,706,4.52,4.55,2.79,2.8488047010518036,57.37914,FALSE
0.35,Ideal,F,VS2,62.5,57,706,4.5,4.53,2.82,2.8488047010518036,57.4857,FALSE
0.35,Ideal,F,VS2,61.4,54,706,4.54,4.58,2.8,2.8488047010518036,58.22095999999999,FALSE
0.35,Ideal,H,VVS2,59.2,56,706,4.6,4.65,2.74,2.8488047010518036,58.6086,FALSE
0.35,Premium,G,VS1,61.2,58,706,4.51,4.54,2.77,2.8488047010518036,56.716858,FALSE
0.23,Very Good,G,VVS2,58.1,59,438,4.09,4.03,2.36,2.6414741105040997,38.899172,FALSE
0.27,Very Good,G,VS2,61.5,57,439,4.18,4.22,2.58,2.6424645202421213,45.51016799999999,FALSE
0.27,Very Good,G,VS1,61.9,56,439,4.14,4.17,2.57,2.6424645202421213,44.367965999999996,FALSE
0.27,Very Good,G,VS1,61,54,439,4.19,4.21,2.56,2.6424645202421213,45.158144,FALSE
0.27,Very Good,G,VS1,61.9,56,439,4.13,4.16,2.56,2.6424645202421213,43.982848000000004,FALSE
0.3,Ideal,J,VVS2,62.3,58,439,4.26,4.28,2.66,2.6424645202421213,48.49924800000001,FALSE
0.36,Ideal,I,SI2,62.1,54,439,4.56,4.58,2.84,2.6424645202421213,59.31283199999999,FALSE
0.36,Ideal,J,SI1,62.3,53,439,4.59,4.62,2.87,2.6424645202421213,60.860646,FALSE
0.3,Good,J,SI1,64,55,439,4.28,4.25,2.73,2.6424645202421213,49.6587,FALSE
0.34,Ideal,H,SI1,61.4,55,440,4.51,4.55,2.78,2.6434526764861874,57.046989999999994,FALSE
0.31,Ideal,H,SI1,61.8,54,441,4.35,4.4,2.7,2.6444385894678386,51.678000000000004,FALSE
0.3,Good,J,VS2,64.1,58,441,4.26,4.23,2.72,2.6444385894678386,49.013856000000004,FALSE
0.32,Good,D,SI2,64.1,54,441,4.34,4.37,2.79,2.6444385894678386,52.914582,FALSE
0.27,Very Good,G,VVS2,61.9,57,442,4.12,4.15,2.56,2.645422269349092,43.770880000000005,FALSE
0.23,Very Good,E,VS1,61.3,56,442,3.96,3.98,2.43,2.645422269349092,38.298744,FALSE
0.32,Ideal,J,VS1,62,54.7,442,4.39,4.42,2.73,2.645422269349092,52.97237399999999,FALSE
0.24,Ideal,G,VS1,61.8,56,442,3.99,4.04,2.48,2.645422269349092,39.976608000000006,FALSE
0.23,Good,F,VS2,61,57,442,3.97,4.01,2.44,2.645422269349092,38.844068,FALSE
0.3,Very Good,I,VS1,61.8,63,442,4.26,4.29,2.64,2.645422269349092,48.24705599999999,FALSE
0.35,Ideal,F,VS2,61.5,57,706,4.52,4.56,2.79,2.8488047010518036,57.505247999999995,FALSE
0.35,Premium,F,VS2,62,59,706,4.51,4.55,2.81,2.8488047010518036,57.662605,FALSE
0.35,Premium,F,VS2,62.1,60,706,4.45,4.51,2.78,2.8488047010518036,55.79321,FALSE
0.35,Ideal,G,VS1,62.1,56,706,4.52,4.56,2.82,2.8488047010518036,58.12358399999999,FALSE
0.35,Premium,F,VS2,61.4,59,706,4.53,4.56,2.79,2.8488047010518036,57.632472,FALSE
0.35,Ideal,F,VS2,62.6,56,706,4.49,4.52,2.82,2.8488047010518036,57.23133599999999,FALSE
0.35,Ideal,F,VS2,60.8,57,706,4.52,4.56,2.76,2.8488047010518036,56.88691199999999,FALSE
0.35,Ideal,G,VS1,61.9,55,706,4.52,4.53,2.8,2.8488047010518036,57.33168,FALSE
0.35,Ideal,F,VS2,61.4,56,706,4.53,4.56,2.79,2.8488047010518036,57.632472,FALSE
0.35,Ideal,F,VS2,62.1,57,706,4.53,4.55,2.82,2.8488047010518036,58.12443,FALSE
0.35,Very Good,F,VS2,61.1,62,706,4.5,4.54,2.76,2.8488047010518036,56.386799999999994,FALSE
0.35,Very Good,G,VS1,61.2,56,706,4.53,4.56,2.78,2.8488047010518036,57.425903999999996,FALSE
0.35,Ideal,F,VS2,61.4,54,706,4.54,4.58,2.8,2.8488047010518036,58.22095999999999,FALSE
0.35,Ideal,G,VS1,61.9,55,706,4.51,4.53,2.8,2.8488047010518036,57.20483999999999,FALSE
0.35,Premium,F,VS2,61.5,59,706,4.53,4.55,2.79,2.8488047010518036,57.506085,FALSE
0.35,Ideal,F,VS2,62.2,55,706,4.48,4.53,2.8,2.8488047010518036,56.82432000000001,FALSE
0.35,Premium,G,VS1,62.3,59,706,4.49,4.53,2.81,2.8488047010518036,57.154557000000004,FALSE
0.35,Ideal,F,VS2,62.3,55,706,4.53,4.56,2.83,2.8488047010518036,58.458744,FALSE
0.35,Ideal,F,VS2,62.4,57,706,4.5,4.51,2.81,2.8488047010518036,57.028949999999995,FALSE
0.35,Ideal,F,VS2,61.9,54,706,4.5,4.54,2.8,2.8488047010518036,57.20399999999999,FALSE
0.35,Ideal,F,VS2,60.5,57,706,4.52,4.6,2.76,2.8488047010518036,57.38591999999999,FALSE
0.35,Ideal,H,VVS2,62.5,57,706,4.48,4.54,2.82,2.8488047010518036,57.356544,FALSE
0.32,Ideal,G,VS1,61.3,55,707,4.45,4.43,2.72,2.8494194137968996,53.620720000000006,FALSE
0.28,Very Good,F,VVS2,62.6,55,707,4.18,4.2,2.62,2.8494194137968996,45.99672,FALSE
0.28,Very Good,F,VVS2,61.6,56,707,4.2,4.23,2.59,2.8494194137968996,46.013940000000005,FALSE
0.28,Very Good,F,VVS2,61.1,57,707,4.24,4.27,2.6,2.8494194137968996,47.07247999999999,FALSE
0.31,Very Good,E,VVS2,60.5,56,707,4.39,4.47,2.68,2.8494194137968996,52.590444,FALSE
0.28,Very Good,E,VVS1,62.1,57,707,4.17,4.21,2.6,2.8494194137968996,45.644819999999996,FALSE
0.3,Very Good,D,VS1,63.2,59,707,4.26,4.29,2.7,2.8494194137968996,49.343579999999996,FALSE
0.39,Ideal,H,VS2,62.3,55,707,4.67,4.7,2.92,2.8494194137968996,64.09108,FALSE
0.41,Ideal,J,VS1,62.8,56,707,4.73,4.79,2.99,2.8494194137968996,67.74353300000001,FALSE
0.32,Ideal,F,VS2,62.6,57,707,4.41,4.37,2.75,2.8494194137968996,52.997175000000006,FALSE
0.35,Ideal,D,VS2,60.5,56,707,4.6,4.63,2.79,2.8494194137968996,59.42142,FALSE
0.4,Very Good,F,SI1,61.5,60,707,4.77,4.7,2.91,2.8494194137968996,65.23929000000001,FALSE
0.4,Very Good,E,SI1,62.8,59,707,4.67,4.7,2.94,2.8494194137968996,64.53006,FALSE
0.4,Very Good,E,SI1,62.9,58,707,4.71,4.74,2.97,2.8494194137968996,66.30643800000001,FALSE
0.4,Very Good,E,SI1,62.8,59,707,4.7,4.73,2.96,2.8494194137968996,65.80376000000001,FALSE
0.31,Ideal,H,VVS1,62.2,54,707,4.36,4.39,2.72,2.8494194137968996,52.061888,FALSE
0.31,Premium,G,VVS2,61.8,58,707,4.32,4.36,2.68,2.8494194137968996,50.47833600000001,FALSE
0.31,Very Good,H,VVS1,63,58,707,4.33,4.37,2.74,2.8494194137968996,51.846554000000005,FALSE
0.31,Good,G,VVS2,63.1,57,707,4.3,4.32,2.72,2.8494194137968996,50.526720000000005,FALSE
0.31,Ideal,G,VVS2,61.7,54,707,4.34,4.38,2.69,2.8494194137968996,51.134748,FALSE
0.31,Good,G,VVS2,63.4,59,707,4.26,4.29,2.71,2.8494194137968996,49.52633399999999,FALSE
0.32,Ideal,E,VS1,61.9,56,707,4.42,4.47,2.75,2.8494194137968996,54.33284999999999,FALSE
0.31,Very Good,G,VVS2,62.6,57,707,4.29,4.33,2.7,2.8494194137968996,50.15439000000001,FALSE
0.31,Premium,G,VVS2,61.5,58,707,4.31,4.34,2.66,2.8494194137968996,49.756364,FALSE
0.31,Ideal,H,VVS1,62.2,56,707,4.34,4.37,2.71,2.8494194137968996,51.397318000000006,FALSE
0.31,Ideal,G,VVS2,62.4,56,707,4.31,4.35,2.7,2.8494194137968996,50.62094999999999,FALSE
0.31,Good,G,VVS2,63.3,57,707,4.28,4.31,2.72,2.8494194137968996,50.175296,FALSE
0.31,Good,H,VVS1,63.3,56,707,4.3,4.32,2.73,2.8494194137968996,50.71248,FALSE
0.31,Ideal,G,VVS2,62.7,57,707,4.31,4.34,2.71,2.8494194137968996,50.69163399999999,FALSE
0.31,Ideal,G,VVS2,61.9,55,707,4.33,4.36,2.69,2.8494194137968996,50.783972000000006,FALSE
0.31,Ideal,G,VVS2,62.4,56,707,4.33,4.36,2.71,2.8494194137968996,51.161548,FALSE
0.31,Ideal,G,VVS2,62.7,57,707,4.31,4.33,2.71,2.8494194137968996,50.574833,FALSE
0.31,Good,G,VVS2,63.8,56,707,4.24,4.28,2.72,2.8494194137968996,49.36038400000001,FALSE
0.31,Ideal,H,VVS1,61.5,56,707,4.34,4.38,2.68,2.8494194137968996,50.944656,FALSE
0.31,Good,H,VVS1,63.3,58,707,4.28,4.32,2.72,2.8494194137968996,50.29171200000001,FALSE
0.31,Very Good,G,VVS2,62.1,56,707,4.27,4.33,2.67,2.8494194137968996,49.36589699999999,FALSE
0.31,Premium,H,VVS1,61.8,58,707,4.3,4.34,2.67,2.8494194137968996,49.82754,FALSE
0.31,Premium,H,VVS1,62.6,58,707,4.29,4.33,2.7,2.8494194137968996,50.15439000000001,FALSE
0.31,Premium,H,VVS1,60.5,58,707,4.4,4.43,2.67,2.8494194137968996,52.04364,FALSE
0.31,Ideal,H,VVS1,62.7,54,707,4.33,4.38,2.73,2.8494194137968996,51.775541999999994,FALSE
0.31,Ideal,G,VVS2,61.8,56,707,4.31,4.36,2.68,2.8494194137968996,50.361488,FALSE
0.31,Good,H,VVS1,63.1,57,707,4.25,4.31,2.7,2.8494194137968996,49.45725,FALSE
0.31,Ideal,H,VVS1,61.8,57,707,4.32,4.35,2.68,2.8494194137968996,50.362559999999995,FALSE
0.41,Good,D,SI1,63.4,56,707,4.73,4.76,3.01,2.8494194137968996,67.769548,FALSE
0.4,Very Good,D,SI1,60,56,708,4.82,4.85,2.9,2.850033257689769,67.79329999999999,FALSE
0.32,Ideal,G,VVS2,61.6,55,708,4.4,4.43,2.72,2.850033257689769,53.018240000000006,FALSE
0.32,Ideal,G,VVS2,62,54,708,4.39,4.42,2.73,2.850033257689769,52.97237399999999,FALSE
0.32,Ideal,G,VVS2,62,56,708,4.41,4.43,2.74,2.850033257689769,53.52946200000001,FALSE
0.32,Ideal,G,VVS2,62.1,54,708,4.4,4.42,2.74,2.850033257689769,53.28752000000001,FALSE
0.32,Ideal,G,VVS2,61.6,56,708,4.42,4.44,2.73,2.850033257689769,53.575704,FALSE
0.32,Ideal,H,VVS1,61.2,56,708,4.44,4.48,2.73,2.850033257689769,54.302976000000015,FALSE
0.32,Ideal,H,VVS1,61.6,54,708,4.42,4.45,2.73,2.850033257689769,53.69637,FALSE
0.32,Ideal,H,VVS1,61.3,56,708,4.41,4.43,2.71,2.850033257689769,52.943373,FALSE
0.32,Ideal,H,VVS1,62,54,708,4.39,4.42,2.73,2.850033257689769,52.97237399999999,FALSE
0.32,Ideal,H,VVS1,62,55,708,4.42,4.45,2.75,2.850033257689769,54.08975,FALSE
0.43,Ideal,J,SI1,61.9,54,708,4.88,4.84,3.01,2.850033257689769,71.093792,FALSE
0.37,Premium,G,SI1,62.1,60,708,4.61,4.54,2.84,2.850033257689769,59.439496,FALSE
0.37,Premium,G,SI1,60,57,708,4.7,4.67,2.81,2.850033257689769,61.67669000000001,FALSE
0.31,Very Good,D,VS1,63.7,58,709,4.27,4.3,2.73,2.8506462351830666,50.12552999999999,FALSE
0.45,Ideal,G,SI2,61.9,54,709,4.91,4.95,3.05,2.8506462351830666,74.128725,FALSE
0.35,Ideal,I,VS1,60.9,57,709,4.59,4.54,2.78,2.8506462351830666,57.931307999999994,FALSE
0.3,Premium,D,SI1,62.6,59,709,4.27,4.23,2.66,2.8506462351830666,48.04518600000001,FALSE
0.3,Premium,D,SI1,63,58,709,4.27,4.24,2.68,2.8506462351830666,48.520863999999996,FALSE
0.3,Premium,D,SI1,62.6,56,709,4.29,4.24,2.67,2.8506462351830666,48.56623200000001,FALSE
0.3,Ideal,D,SI1,62,56,709,4.34,4.3,2.68,2.8506462351830666,50.01416,FALSE
0.35,Premium,I,VS1,61.1,60,709,4.58,4.52,2.78,2.8506462351830666,57.550447999999996,FALSE
0.35,Premium,I,VS1,60.7,62,709,4.59,4.53,2.77,2.8506462351830666,57.595779,FALSE
0.35,Premium,H,VS2,61.8,56,709,4.58,4.54,2.82,2.8506462351830666,58.63682399999999,FALSE
0.35,Premium,H,VS2,59.6,62,709,4.62,4.57,2.74,2.8506462351830666,57.85071600000001,FALSE
0.3,Ideal,I,VVS1,61.9,57,709,4.35,4.31,2.68,2.8506462351830666,50.245979999999996,FALSE
0.3,Premium,I,VVS1,60.5,60,709,4.34,4.32,2.62,2.8506462351830666,49.121856,FALSE
0.3,Ideal,I,VVS1,61.1,57,709,4.36,4.32,2.65,2.8506462351830666,49.91328000000001,FALSE
0.3,Ideal,I,VVS1,62.4,56,709,4.32,4.3,2.69,2.8506462351830666,49.96944,FALSE
0.3,Ideal,I,VVS1,61.3,57,709,4.34,4.31,2.65,2.8506462351830666,49.569309999999994,FALSE
0.3,Very Good,I,VVS1,63.1,57,709,4.29,4.27,2.7,2.8506462351830666,49.45941,FALSE
0.3,Premium,I,VVS1,62.8,59,709,4.29,4.24,2.68,2.8506462351830666,48.74812800000001,FALSE
0.3,Premium,I,VVS1,62.6,60,709,4.28,4.25,2.67,2.8506462351830666,48.5673,FALSE
0.3,Premium,I,VVS1,61.2,60,709,4.29,4.27,2.62,2.8506462351830666,47.993945999999994,FALSE
0.3,Good,I,VVS1,63.8,56,709,4.26,4.23,2.71,2.8506462351830666,48.833658,FALSE
0.3,Premium,I,VVS1,62.5,60,709,4.27,4.24,2.66,2.8506462351830666,48.158767999999995,FALSE
0.3,Ideal,D,SI1,61,56,709,4.37,4.35,2.66,2.8506462351830666,50.56527,FALSE
0.3,Ideal,D,SI1,61.4,56,709,4.35,4.32,2.66,2.8506462351830666,49.98672,FALSE
0.3,Ideal,D,SI1,62.1,54,709,4.35,4.31,2.69,2.8506462351830666,50.43346499999999,FALSE
0.3,Ideal,D,SI1,61.4,55,709,4.34,4.29,2.65,2.8506462351830666,49.33929,FALSE
0.3,Premium,D,SI1,60.6,60,709,4.32,4.3,2.61,2.8506462351830666,48.48336,FALSE
0.3,Ideal,D,SI1,61,56,709,4.33,4.3,2.63,2.8506462351830666,48.967969999999994,FALSE
0.3,Ideal,D,SI1,62.1,56,709,4.33,4.3,2.68,2.8506462351830666,49.898920000000004,FALSE
0.3,Ideal,D,SI1,61.6,56,709,4.34,4.3,2.66,2.8506462351830666,49.64092,FALSE
0.3,Premium,D,SI1,61,60,709,4.35,4.3,2.64,2.8506462351830666,49.3812,FALSE
0.3,Ideal,D,SI1,61.7,56,709,4.35,4.31,2.67,2.8506462351830666,50.058494999999986,FALSE
0.3,Premium,D,SI1,62.3,58,709,4.32,4.28,2.68,2.8506462351830666,49.55212800000001,FALSE
0.3,Premium,D,SI1,61.6,58,709,4.32,4.29,2.65,2.8506462351830666,49.111920000000005,FALSE
0.3,Ideal,D,SI1,62.5,57,709,4.32,4.29,2.69,2.8506462351830666,49.853232000000006,FALSE
0.3,Ideal,D,SI1,61,57,709,4.33,4.29,2.63,2.8506462351830666,48.854091000000004,FALSE
0.3,Ideal,D,SI1,62.2,55,709,4.33,4.29,2.68,2.8506462351830666,49.78287600000001,FALSE
0.3,Ideal,D,SI1,61.6,57,709,4.32,4.28,2.65,2.8506462351830666,48.997440000000005,FALSE
0.3,Premium,D,SI1,62.2,58,709,4.31,4.28,2.67,2.8506462351830666,49.252956,FALSE
0.3,Premium,D,SI1,62.2,58,709,4.31,4.28,2.67,2.8506462351830666,49.252956,FALSE
0.3,Very Good,D,SI1,63.1,55,709,4.31,4.28,2.71,2.8506462351830666,49.990828,FALSE
0.3,Premium,D,SI1,61.7,59,709,4.31,4.28,2.65,2.8506462351830666,48.88402,FALSE
0.3,Ideal,D,SI1,61.9,56,709,4.31,4.28,2.66,2.8506462351830666,49.068488,FALSE
0.3,Very Good,D,SI1,63.4,56,709,4.29,4.26,2.71,2.8506462351830666,49.52633399999999,FALSE
0.3,Premium,D,SI1,62.1,58,709,4.28,4.25,2.65,2.8506462351830666,48.2035,FALSE
0.3,Ideal,D,SI1,62.2,56,709,4.3,4.25,2.66,2.8506462351830666,48.6115,FALSE
0.3,Ideal,D,SI1,62.5,57,709,4.28,4.26,2.67,2.8506462351830666,48.681576,FALSE
0.3,Premium,D,SI1,62.4,60,709,4.26,4.23,2.65,2.8506462351830666,47.752469999999995,FALSE
0.3,Premium,D,SI1,62.7,60,709,4.26,4.23,2.66,2.8506462351830666,47.932668,FALSE
0.3,Very Good,D,SI1,63.2,56,709,4.27,4.24,2.69,2.8506462351830666,48.70191199999999,FALSE
0.3,Premium,D,SI1,62.2,61,709,4.28,4.24,2.65,2.8506462351830666,48.09008,FALSE
0.3,Very Good,D,SI1,63.3,59,709,4.25,4.22,2.68,2.8506462351830666,48.0658,FALSE
0.3,Premium,D,SI1,62.3,59,709,4.25,4.22,2.64,2.8506462351830666,47.3484,FALSE
0.3,Premium,D,SI1,61.7,60,709,4.28,4.25,2.63,2.8506462351830666,47.8397,FALSE
0.3,Premium,F,VS1,61,60,709,4.3,4.22,2.6,2.8506462351830666,47.179599999999994,FALSE
0.35,Good,H,VS2,63.7,57,709,4.53,4.48,2.87,2.8506462351830666,58.24492800000001,FALSE
0.3,Premium,D,SI1,61.3,60,709,4.32,4.26,2.63,2.8506462351830666,48.400416,FALSE
0.31,Very Good,E,VVS2,61.5,55,710,4.37,4.41,2.7,2.8512583487190755,52.03359000000001,FALSE
0.3,Very Good,G,VVS1,63.2,55,710,4.28,4.3,2.71,2.8512583487190755,49.87484,FALSE
0.38,Very Good,H,VS2,61.6,56,710,4.68,4.71,2.89,2.8512583487190755,63.703692000000004,FALSE
0.42,Very Good,F,SI2,61.5,59,710,4.81,4.85,2.97,2.8512583487190755,69.28564499999999,FALSE
0.31,Ideal,E,VVS2,60.4,61,710,4.37,4.44,2.66,2.8512583487190755,51.61144800000001,FALSE
0.31,Ideal,E,VVS2,61.8,58,710,4.3,4.34,2.67,2.8512583487190755,49.82754,FALSE
0.38,Ideal,G,SI1,61.6,54,710,4.68,4.71,2.89,2.8512583487190755,63.703692000000004,FALSE
0.38,Ideal,F,SI1,61.3,55,710,4.63,4.76,2.88,2.8512583487190755,63.471743999999994,FALSE
0.24,Premium,E,VVS1,60.7,58,710,4.03,4.01,2.44,2.8512583487190755,39.431132,FALSE
0.3,Premium,D,VS2,62.2,60,710,4.28,4.3,2.67,2.8512583487190755,49.13868,FALSE
0.3,Ideal,D,VS2,62.5,55,710,4.3,4.31,2.69,2.8512583487190755,49.85376999999999,FALSE
0.3,Ideal,D,VS2,62.5,54,710,4.29,4.32,2.69,2.8512583487190755,49.853232000000006,FALSE
0.3,Ideal,D,VS2,62.3,54,710,4.3,4.33,2.69,2.8512583487190755,50.08511,FALSE
0.3,Ideal,D,VS2,62.3,56,710,4.29,4.32,2.68,2.8512583487190755,49.66790400000001,FALSE
0.3,Premium,D,VS2,60.5,58,710,4.35,4.38,2.64,2.8512583487190755,50.29991999999999,FALSE
0.3,Ideal,D,VS2,60.8,57,710,4.31,4.34,2.63,2.8512583487190755,49.19520199999999,FALSE
0.3,Premium,D,VS2,61.7,58,710,4.3,4.32,2.66,2.8512583487190755,49.41216000000001,FALSE
0.3,Ideal,D,VS2,61.4,54,710,4.33,4.34,2.66,2.8512583487190755,49.987252000000005,FALSE
0.3,Premium,D,VS2,60.7,60,710,4.33,4.37,2.64,2.8512583487190755,49.954344000000006,FALSE
0.3,Ideal,D,VS2,61.6,57,710,4.3,4.33,2.66,2.8512583487190755,49.526540000000004,FALSE
0.3,Very Good,D,VS2,62.9,59,710,4.22,4.27,2.67,2.8512583487190755,48.11179799999999,FALSE
0.3,Very Good,D,VS2,62.9,56,710,4.24,4.28,2.68,2.8512583487190755,48.634496000000006,FALSE
0.3,Premium,D,VS2,60.6,59,710,4.28,4.36,2.62,2.8512583487190755,48.891296000000004,FALSE
0.3,Ideal,D,VS2,62.3,54,710,4.29,4.34,2.69,2.8512583487190755,50.084034,FALSE
0.3,Ideal,D,VS2,61.3,57,710,4.32,4.36,2.66,2.8512583487190755,50.101632000000016,FALSE
0.3,Premium,D,VS2,60.9,58,710,4.32,4.35,2.64,2.8512583487190755,49.610879999999995,FALSE
0.3,Ideal,D,VS2,60.8,57,710,4.33,4.38,2.65,2.8512583487190755,50.258309999999994,FALSE
0.3,Ideal,D,VS2,62.2,55,710,4.29,4.33,2.68,2.8512583487190755,49.78287600000001,FALSE
0.3,Very Good,D,VS2,62,59,710,4.22,4.27,2.63,2.8512583487190755,47.39102199999999,FALSE
0.3,Ideal,D,VS2,61.7,55,710,4.33,4.36,2.68,2.8512583487190755,50.59518400000001,FALSE
0.3,Very Good,D,VS2,62.9,61,710,4.27,4.29,2.69,2.8512583487190755,49.27622699999999,FALSE
0.3,Ideal,D,VS2,61.8,55,710,4.32,4.36,2.68,2.8512583487190755,50.47833600000001,FALSE
0.3,Premium,D,VS2,61,60,710,4.29,4.33,2.63,2.8512583487190755,48.854091000000004,FALSE
0.3,Very Good,D,VS2,62.5,58,710,4.26,4.29,2.67,2.8512583487190755,48.795317999999995,FALSE
0.3,Premium,E,VS1,61.8,58,710,4.31,4.33,2.67,2.8512583487190755,49.828340999999995,FALSE
0.3,Ideal,D,VS2,60.9,57,710,4.32,4.35,2.64,2.8512583487190755,49.610879999999995,FALSE
0.3,Ideal,D,VS2,61,55,710,4.33,4.36,2.65,2.8512583487190755,50.02882,FALSE
0.3,Ideal,D,VS2,61.4,55,710,4.32,4.34,2.66,2.8512583487190755,49.871808,FALSE
0.3,Premium,D,VS2,61.1,59,710,4.26,4.31,2.62,2.8512583487190755,48.104772,FALSE
0.3,Ideal,D,VS2,62.3,56,710,4.27,4.3,2.67,2.8512583487190755,49.02386999999999,FALSE
0.3,Very Good,D,VS2,62.8,57,710,4.25,4.29,2.68,2.8512583487190755,48.86310000000001,FALSE
0.3,Ideal,D,VS2,62.6,56,710,4.28,4.31,2.69,2.8512583487190755,49.621891999999995,FALSE
0.3,Very Good,D,VS2,62.8,57,710,4.29,4.31,2.7,2.8512583487190755,49.92273,FALSE
0.3,Very Good,D,VS2,62.8,59,710,4.26,4.28,2.68,2.8512583487190755,48.863904000000005,FALSE
0.3,Ideal,D,VS2,62.2,54,710,4.28,4.31,2.67,2.8512583487190755,49.252956,FALSE
0.3,Ideal,E,VS1,61.5,56,710,4.31,4.37,2.67,2.8512583487190755,50.28864899999999,FALSE
0.3,Very Good,E,VS1,61.9,60,710,4.26,4.3,2.65,2.8512583487190755,48.54269999999999,FALSE
0.3,Ideal,D,VS2,62,56,710,4.33,4.35,2.69,2.8512583487190755,50.667494999999995,FALSE
0.3,Very Good,D,VS2,62,58,710,4.29,4.32,2.67,2.8512583487190755,49.482576,FALSE
0.3,Ideal,E,VS1,60.7,57,710,4.31,4.36,2.63,2.8512583487190755,49.421907999999995,FALSE
0.3,Ideal,D,VS2,61.8,55,710,4.3,4.34,2.67,2.8512583487190755,49.82754,FALSE
0.3,Premium,D,VS2,62.3,58,710,4.29,4.32,2.68,2.8512583487190755,49.66790400000001,FALSE
0.3,Ideal,D,VS2,62,55,710,4.31,4.34,2.68,2.8512583487190755,50.130472,FALSE
0.3,Premium,D,VS2,60.4,59,710,4.32,4.35,2.62,2.8512583487190755,49.23504,FALSE
0.3,Premium,D,VS2,61.7,59,710,4.25,4.28,2.63,2.8512583487190755,47.8397,FALSE
0.3,Premium,E,VS1,61.3,59,710,4.28,4.33,2.64,2.8512583487190755,48.92553600000001,FALSE
0.3,Premium,D,VS2,60.6,58,710,4.32,4.36,2.63,2.8512583487190755,49.53657600000001,FALSE
0.3,Ideal,D,VS2,62.5,57,710,4.25,4.29,2.67,2.8512583487190755,48.680775000000004,FALSE
0.3,Very Good,D,VS2,62.2,58,710,4.25,4.3,2.66,2.8512583487190755,48.6115,FALSE
0.4,Very Good,G,SI1,61,56,711,4.77,4.8,2.92,2.851869600729766,66.85632,FALSE
0.44,Very Good,F,SI2,61.9,59,711,4.85,4.9,3.02,2.851869600729766,71.7703,FALSE
0.39,Ideal,F,SI1,61.8,55,711,4.66,4.71,2.9,2.851869600729766,63.65094,FALSE
0.41,Ideal,F,SI1,61.8,56,711,4.75,4.79,2.95,2.851869600729766,67.11987500000001,FALSE
0.41,Ideal,F,SI1,61.8,55,711,4.75,4.8,2.95,2.851869600729766,67.26,FALSE
0.35,Good,E,VS2,57.8,60,711,4.64,4.67,2.69,2.851869600729766,58.28907199999999,FALSE
0.39,Very Good,I,VS2,59.6,57,712,4.77,4.82,2.86,2.8524799936368566,65.755404,FALSE
0.29,Very Good,G,VS2,61.5,58,712,4.25,4.27,2.62,2.8524799936368566,47.54644999999999,FALSE
0.42,Very Good,I,SI1,61,55.8,712,4.83,4.86,2.96,2.8524799936368566,69.482448,FALSE
0.3,Premium,D,VS1,61.9,58,712,4.28,4.32,2.66,2.8524799936368566,49.182336000000014,FALSE
0.33,Ideal,G,VVS2,61.9,55,713,4.41,4.44,2.74,2.8530895298518657,53.650296000000004,FALSE
0.33,Ideal,H,VVS1,61.8,55,713,4.42,4.44,2.74,2.8530895298518657,53.771952000000006,FALSE
0.32,Ideal,D,VS2,61.3,57,713,4.44,4.46,2.73,2.8530895298518657,54.06055200000001,FALSE
0.32,Ideal,D,VS2,61.1,56,713,4.42,4.45,2.71,2.8530895298518657,53.30299,FALSE
0.31,Ideal,D,VS1,61.1,56,713,4.33,4.37,2.66,2.8530895298518657,50.332786000000006,FALSE
0.31,Ideal,D,VS1,61.6,55,713,4.3,4.33,2.66,2.8530895298518657,49.526540000000004,FALSE
0.31,Ideal,D,VS1,60.6,57,713,4.36,4.39,2.65,2.8530895298518657,50.72206,FALSE
0.36,Ideal,D,SI1,61.9,55.7,713,4.57,4.59,2.84,2.8530895298518657,59.572692,FALSE
